,product_name,category,price,sales_date,day_of_week,holiday,number_of_items_sold,total_revenue,sales_time,product_id,buyer_gender
12749,Butter,Dairy,285,2023-06-10,Saturday,True,1,285,17:47,1078,Women
12750,Eggs,Dairy,134,2023-06-10,Saturday,True,18,2412,09:06,1041,Women
12751,Jam jar,Grocery,350,2023-06-10,Saturday,True,12,4200,08:59,1091,Women
12752,Milk packet,Dairy,80,2023-06-10,Saturday,True,15,1200,10:10,1022,Men
12753,Milk packet,Dairy,80,2023-06-10,Saturday,True,12,960,08:53,1022,Women
12754,Eggs,Dairy,134,2023-06-10,Saturday,True,3,402,18:35,1041,Women
12755,Bread package,Bakery,55,2023-06-10,Saturday,True,3,165,07:48,1011,Men
12756,Bread package,Bakery,55,2023-06-10,Saturday,True,5,275,16:02,1011,Men
12757,Bread package,Bakery,55,2023-06-10,Saturday,True,19,1045,19:07,1011,Women
12758,Bread package,Bakery,55,2023-06-10,Saturday,True,18,990,10:14,1011,Women
12759,Butter,Dairy,285,2023-06-10,Saturday,True,14,3990,10:09,1078,Women
12760,Eggs,Dairy,134,2023-06-10,Saturday,True,2,268,14:50,1041,Men
12761,Milk packet,Dairy,80,2023-06-10,Saturday,True,5,400,07:59,1022,Women
12762,Butter,Dairy,285,2023-06-10,Saturday,True,5,1425,15:18,1078,Men
12763,Butter,Dairy,285,2023-06-10,Saturday,True,11,3135,11:42,1078,Women
12764,Bread package,Bakery,55,2023-06-10,Saturday,True,1,55,16:31,1011,Men
12765,Butter,Dairy,285,2023-06-10,Saturday,True,10,2850,14:01,1078,Men
12766,Jam jar,Grocery,350,2023-06-10,Saturday,True,17,5950,10:43,1091,Women
12767,Jam jar,Grocery,350,2023-06-10,Saturday,True,8,2800,11:45,1091,Women
12768,Butter,Dairy,285,2023-06-10,Saturday,True,13,3705,16:12,1078,Women
12769,Milk packet,Dairy,80,2023-06-10,Saturday,True,16,1280,17:34,1022,Men
12770,Bread package,Bakery,55,2023-06-10,Saturday,True,4,220,13:17,1011,Men
12771,Bread package,Bakery,55,2023-06-10,Saturday,True,16,880,17:58,1011,Men
12772,Bread package,Bakery,55,2023-06-10,Saturday,True,1,55,18:30,1011,Women
12773,Jam jar,Grocery,350,2023-06-10,Saturday,True,4,1400,13:35,1091,Women
12774,Jam jar,Grocery,350,2023-06-10,Saturday,True,13,4550,16:12,1091,Women
12775,Butter,Dairy,285,2023-06-10,Saturday,True,3,855,13:09,1078,Men
12776,Jam jar,Grocery,350,2023-06-10,Saturday,True,13,4550,11:22,1091,Women
12777,Butter,Dairy,285,2023-06-10,Saturday,True,19,5415,15:29,1078,Women
12778,Jam jar,Grocery,350,2023-06-10,Saturday,True,6,2100,19:45,1091,Women
12779,Bread package,Bakery,55,2023-06-10,Saturday,True,3,165,07:57,1011,Men
12780,Jam jar,Grocery,350,2023-06-10,Saturday,True,3,1050,08:52,1091,Women
12781,Milk packet,Dairy,80,2023-06-10,Saturday,True,1,80,09:03,1022,Women
12782,Jam jar,Grocery,350,2023-06-10,Saturday,True,5,1750,15:14,1091,Women
12783,Bread package,Bakery,55,2023-06-10,Saturday,True,17,935,15:23,1011,Women
12784,Jam jar,Grocery,350,2023-06-10,Saturday,True,19,6650,09:59,1091,Women
12785,Butter,Dairy,285,2023-06-10,Saturday,True,15,4275,12:48,1078,Men
12786,Jam jar,Grocery,350,2023-06-10,Saturday,True,17,5950,16:45,1091,Women
12787,Milk packet,Dairy,80,2023-06-10,Saturday,True,16,1280,08:19,1022,Women
12788,Jam jar,Grocery,350,2023-06-10,Saturday,True,4,1400,15:12,1091,Women
12789,Milk packet,Dairy,80,2023-06-10,Saturday,True,2,160,09:57,1022,Men
12790,Milk packet,Dairy,80,2023-06-10,Saturday,True,7,560,08:24,1022,Women
12791,Butter,Dairy,285,2023-06-10,Saturday,True,8,2280,07:59,1078,Men
12792,Bread package,Bakery,55,2023-06-10,Saturday,True,8,440,15:46,1011,Men
12793,Eggs,Dairy,134,2023-06-10,Saturday,True,1,134,15:48,1041,Men
12794,Milk packet,Dairy,80,2023-06-10,Saturday,True,16,1280,12:18,1022,Men
12795,Jam jar,Grocery,350,2023-06-10,Saturday,True,16,5600,13:49,1091,Women
12796,Bread package,Bakery,55,2023-06-10,Saturday,True,16,880,10:07,1011,Women
12797,Butter,Dairy,285,2023-06-10,Saturday,True,13,3705,19:47,1078,Men
12798,Milk packet,Dairy,80,2023-06-10,Saturday,True,6,480,07:11,1022,Women
12799,Jam jar,Grocery,350,2023-06-10,Saturday,True,13,4550,08:04,1091,Women
12800,Butter,Dairy,285,2023-06-10,Saturday,True,11,3135,17:38,1078,Women
12801,Jam jar,Grocery,350,2023-06-10,Saturday,True,18,6300,08:50,1091,Women
12802,Milk packet,Dairy,80,2023-06-10,Saturday,True,11,880,07:23,1022,Women
12803,Eggs,Dairy,134,2023-06-10,Saturday,True,2,268,07:48,1041,Men
12804,Bread package,Bakery,55,2023-06-10,Saturday,True,10,550,14:51,1011,Men
12805,Jam jar,Grocery,350,2023-06-10,Saturday,True,10,3500,15:34,1091,Women
12806,Butter,Dairy,285,2023-06-10,Saturday,True,18,5130,16:35,1078,Women
12807,Bread package,Bakery,55,2023-06-10,Saturday,True,11,605,10:47,1011,Men
12808,Butter,Dairy,285,2023-06-10,Saturday,True,17,4845,13:31,1078,Women
12809,Butter,Dairy,285,2023-06-10,Saturday,True,10,2850,13:57,1078,Men
12810,Milk packet,Dairy,80,2023-06-10,Saturday,True,18,1440,13:40,1022,Women
12811,Bread package,Bakery,55,2023-06-10,Saturday,True,14,770,13:56,1011,Men
12812,Butter,Dairy,285,2023-06-10,Saturday,True,16,4560,10:12,1078,Women
12813,Butter,Dairy,285,2023-06-10,Saturday,True,9,2565,14:27,1078,Women
12814,Milk packet,Dairy,80,2023-06-10,Saturday,True,12,960,08:37,1022,Women
12815,Milk packet,Dairy,80,2023-06-10,Saturday,True,1,80,08:12,1022,Women
12816,Jam jar,Grocery,350,2023-06-10,Saturday,True,19,6650,18:40,1091,Men
12817,Eggs,Dairy,134,2023-06-10,Saturday,True,19,2546,07:03,1041,Women
12818,Jam jar,Grocery,350,2023-06-10,Saturday,True,14,4900,09:30,1091,Women
12819,Bread package,Bakery,55,2023-06-10,Saturday,True,8,440,15:49,1011,Women
12820,Bread package,Bakery,55,2023-06-10,Saturday,True,4,220,07:28,1011,Women
12821,Butter,Dairy,285,2023-06-10,Saturday,True,16,4560,12:15,1078,Women
12822,Eggs,Dairy,134,2023-06-10,Saturday,True,18,2412,18:26,1041,Men
12823,Milk packet,Dairy,80,2023-06-10,Saturday,True,19,1520,08:53,1022,Men
12824,Butter,Dairy,285,2023-06-10,Saturday,True,11,3135,10:18,1078,Men
12825,Jam jar,Grocery,350,2023-06-10,Saturday,True,13,4550,18:57,1091,Women
12826,Butter,Dairy,285,2023-06-10,Saturday,True,19,5415,19:00,1078,Men
12827,Milk packet,Dairy,80,2023-06-10,Saturday,True,17,1360,09:45,1022,Men
12828,Butter,Dairy,285,2023-06-10,Saturday,True,9,2565,09:12,1078,Women
12829,Bread package,Bakery,55,2023-06-10,Saturday,True,17,935,12:54,1011,Women
12830,Milk packet,Dairy,80,2023-06-10,Saturday,True,10,800,08:39,1022,Men
12831,Jam jar,Grocery,350,2023-06-10,Saturday,True,3,1050,12:23,1091,Men
12832,Milk packet,Dairy,80,2023-06-11,Sunday,True,3,240,09:59,1022,Men
12833,Bread package,Bakery,55,2023-06-11,Sunday,True,5,275,13:53,1011,Men
12834,Milk packet,Dairy,80,2023-06-11,Sunday,True,19,1520,07:32,1022,Women
12835,Eggs,Dairy,134,2023-06-11,Sunday,True,13,1742,10:15,1041,Men
12836,Jam jar,Grocery,350,2023-06-11,Sunday,True,17,5950,17:51,1091,Women
12837,Jam jar,Grocery,350,2023-06-11,Sunday,True,1,350,11:57,1091,Women
12838,Butter,Dairy,285,2023-06-11,Sunday,True,8,2280,09:56,1078,Men
12839,Eggs,Dairy,134,2023-06-11,Sunday,True,17,2278,12:18,1041,Men
12840,Butter,Dairy,285,2023-06-11,Sunday,True,11,3135,08:25,1078,Men
12841,Milk packet,Dairy,80,2023-06-11,Sunday,True,1,80,09:04,1022,Women
12842,Milk packet,Dairy,80,2023-06-11,Sunday,True,13,1040,09:04,1022,Men
12843,Bread package,Bakery,55,2023-06-11,Sunday,True,2,110,11:07,1011,Men
12844,Eggs,Dairy,134,2023-06-11,Sunday,True,10,1340,09:52,1041,Men
12845,Milk packet,Dairy,80,2023-06-11,Sunday,True,14,1120,08:09,1022,Men
12846,Jam jar,Grocery,350,2023-06-11,Sunday,True,18,6300,15:42,1091,Women
12847,Bread package,Bakery,55,2023-06-11,Sunday,True,3,165,16:26,1011,Men
12848,Jam jar,Grocery,350,2023-06-11,Sunday,True,6,2100,09:56,1091,Women
12849,Eggs,Dairy,134,2023-06-11,Sunday,True,5,670,14:50,1041,Men
12850,Eggs,Dairy,134,2023-06-11,Sunday,True,11,1474,10:37,1041,Women
12851,Jam jar,Grocery,350,2023-06-11,Sunday,True,1,350,19:41,1091,Men
12852,Bread package,Bakery,55,2023-06-11,Sunday,True,9,495,16:23,1011,Men
12853,Butter,Dairy,285,2023-06-11,Sunday,True,6,1710,07:44,1078,Women
12854,Eggs,Dairy,134,2023-06-11,Sunday,True,16,2144,13:40,1041,Men
12855,Bread package,Bakery,55,2023-06-11,Sunday,True,9,495,19:12,1011,Women
12856,Butter,Dairy,285,2023-06-11,Sunday,True,8,2280,19:29,1078,Men
12857,Bread package,Bakery,55,2023-06-11,Sunday,True,14,770,07:10,1011,Men
12858,Milk packet,Dairy,80,2023-06-11,Sunday,True,18,1440,09:13,1022,Women
12859,Butter,Dairy,285,2023-06-11,Sunday,True,9,2565,19:03,1078,Women
12860,Butter,Dairy,285,2023-06-11,Sunday,True,10,2850,09:27,1078,Women
12861,Bread package,Bakery,55,2023-06-11,Sunday,True,11,605,09:18,1011,Women
12862,Bread package,Bakery,55,2023-06-11,Sunday,True,2,110,16:27,1011,Men
12863,Milk packet,Dairy,80,2023-06-11,Sunday,True,13,1040,08:29,1022,Women
12864,Milk packet,Dairy,80,2023-06-11,Sunday,True,7,560,16:42,1022,Women
12865,Butter,Dairy,285,2023-06-11,Sunday,True,2,570,18:12,1078,Women
12866,Milk packet,Dairy,80,2023-06-11,Sunday,True,8,640,09:56,1022,Women
12867,Butter,Dairy,285,2023-06-11,Sunday,True,19,5415,08:41,1078,Men
12868,Eggs,Dairy,134,2023-06-11,Sunday,True,7,938,16:16,1041,Women
12869,Jam jar,Grocery,350,2023-06-11,Sunday,True,18,6300,11:06,1091,Men
12870,Jam jar,Grocery,350,2023-06-11,Sunday,True,18,6300,13:37,1091,Women
12871,Butter,Dairy,285,2023-06-11,Sunday,True,8,2280,16:15,1078,Women
12872,Butter,Dairy,285,2023-06-11,Sunday,True,1,285,12:22,1078,Men
12873,Eggs,Dairy,134,2023-06-11,Sunday,True,7,938,16:44,1041,Men
12874,Milk packet,Dairy,80,2023-06-11,Sunday,True,10,800,09:06,1022,Men
12875,Jam jar,Grocery,350,2023-06-11,Sunday,True,4,1400,14:30,1091,Women
12876,Jam jar,Grocery,350,2023-06-11,Sunday,True,15,5250,08:45,1091,Women
12877,Eggs,Dairy,134,2023-06-11,Sunday,True,12,1608,07:27,1041,Men
12878,Jam jar,Grocery,350,2023-06-11,Sunday,True,18,6300,16:32,1091,Men
12879,Jam jar,Grocery,350,2023-06-11,Sunday,True,10,3500,17:52,1091,Women
12880,Butter,Dairy,285,2023-06-11,Sunday,True,10,2850,17:12,1078,Women
12881,Milk packet,Dairy,80,2023-06-11,Sunday,True,11,880,09:24,1022,Men
12882,Jam jar,Grocery,350,2023-06-11,Sunday,True,19,6650,19:30,1091,Women
12883,Jam jar,Grocery,350,2023-06-11,Sunday,True,4,1400,19:03,1091,Women
12884,Eggs,Dairy,134,2023-06-11,Sunday,True,5,670,10:10,1041,Men
12885,Eggs,Dairy,134,2023-06-11,Sunday,True,7,938,09:48,1041,Men
12886,Milk packet,Dairy,80,2023-06-11,Sunday,True,11,880,14:21,1022,Women
12887,Eggs,Dairy,134,2023-06-11,Sunday,True,14,1876,10:15,1041,Men
12888,Jam jar,Grocery,350,2023-06-11,Sunday,True,2,700,08:35,1091,Women
12889,Bread package,Bakery,55,2023-06-11,Sunday,True,19,1045,11:48,1011,Men
12890,Bread package,Bakery,55,2023-06-11,Sunday,True,18,990,08:53,1011,Men
12891,Jam jar,Grocery,350,2023-06-12,Monday,False,15,5250,10:18,1091,Women
12892,Eggs,Dairy,134,2023-06-12,Monday,False,7,938,18:12,1041,Men
12893,Bread package,Bakery,55,2023-06-12,Monday,False,8,440,17:27,1011,Women
12894,Milk packet,Dairy,80,2023-06-12,Monday,False,19,1520,14:44,1022,Men
12895,Eggs,Dairy,134,2023-06-12,Monday,False,5,670,11:06,1041,Men
12896,Eggs,Dairy,134,2023-06-12,Monday,False,8,1072,15:41,1041,Men
12897,Bread package,Bakery,55,2023-06-12,Monday,False,5,275,15:35,1011,Women
12898,Bread package,Bakery,55,2023-06-12,Monday,False,19,1045,07:54,1011,Women
12899,Eggs,Dairy,134,2023-06-12,Monday,False,12,1608,08:40,1041,Men
12900,Jam jar,Grocery,350,2023-06-12,Monday,False,9,3150,18:17,1091,Women
12901,Butter,Dairy,285,2023-06-12,Monday,False,1,285,14:19,1078,Women
12902,Butter,Dairy,285,2023-06-12,Monday,False,12,3420,09:54,1078,Men
12903,Bread package,Bakery,55,2023-06-12,Monday,False,18,990,18:00,1011,Women
12904,Jam jar,Grocery,350,2023-06-12,Monday,False,13,4550,14:50,1091,Women
12905,Jam jar,Grocery,350,2023-06-12,Monday,False,2,700,12:26,1091,Women
12906,Milk packet,Dairy,80,2023-06-12,Monday,False,12,960,07:40,1022,Women
12907,Jam jar,Grocery,350,2023-06-12,Monday,False,18,6300,12:59,1091,Women
12908,Milk packet,Dairy,80,2023-06-12,Monday,False,8,640,08:15,1022,Men
12909,Bread package,Bakery,55,2023-06-12,Monday,False,1,55,19:50,1011,Men
12910,Jam jar,Grocery,350,2023-06-12,Monday,False,6,2100,11:53,1091,Women
12911,Milk packet,Dairy,80,2023-06-12,Monday,False,2,160,07:40,1022,Women
12912,Jam jar,Grocery,350,2023-06-12,Monday,False,9,3150,14:16,1091,Women
12913,Eggs,Dairy,134,2023-06-12,Monday,False,8,1072,08:40,1041,Men
12914,Milk packet,Dairy,80,2023-06-12,Monday,False,6,480,08:55,1022,Women
12915,Milk packet,Dairy,80,2023-06-12,Monday,False,13,1040,07:12,1022,Men
12916,Eggs,Dairy,134,2023-06-12,Monday,False,1,134,18:51,1041,Men
12917,Butter,Dairy,285,2023-06-12,Monday,False,9,2565,12:21,1078,Women
12918,Eggs,Dairy,134,2023-06-12,Monday,False,4,536,09:40,1041,Men
12919,Jam jar,Grocery,350,2023-06-12,Monday,False,5,1750,09:21,1091,Men
12920,Milk packet,Dairy,80,2023-06-12,Monday,False,14,1120,09:41,1022,Women
12921,Eggs,Dairy,134,2023-06-12,Monday,False,18,2412,11:35,1041,Men
12922,Eggs,Dairy,134,2023-06-12,Monday,False,11,1474,11:12,1041,Men
12923,Milk packet,Dairy,80,2023-06-12,Monday,False,9,720,08:42,1022,Women
12924,Eggs,Dairy,134,2023-06-12,Monday,False,3,402,08:53,1041,Men
12925,Jam jar,Grocery,350,2023-06-12,Monday,False,12,4200,10:07,1091,Women
12926,Jam jar,Grocery,350,2023-06-12,Monday,False,2,700,14:23,1091,Women
12927,Bread package,Bakery,55,2023-06-12,Monday,False,12,660,17:42,1011,Men
12928,Eggs,Dairy,134,2023-06-12,Monday,False,14,1876,13:13,1041,Men
12929,Bread package,Bakery,55,2023-06-12,Monday,False,6,330,16:27,1011,Men
12930,Milk packet,Dairy,80,2023-06-12,Monday,False,5,400,09:15,1022,Men
12931,Jam jar,Grocery,350,2023-06-12,Monday,False,5,1750,10:18,1091,Men
12932,Jam jar,Grocery,350,2023-06-12,Monday,False,3,1050,14:55,1091,Women
12933,Butter,Dairy,285,2023-06-12,Monday,False,1,285,11:29,1078,Women
12934,Butter,Dairy,285,2023-06-12,Monday,False,19,5415,12:51,1078,Women
12935,Jam jar,Grocery,350,2023-06-12,Monday,False,9,3150,18:32,1091,Women
12936,Butter,Dairy,285,2023-06-12,Monday,False,9,2565,16:20,1078,Women
12937,Eggs,Dairy,134,2023-06-13,Tuesday,False,14,1876,18:46,1041,Men
12938,Jam jar,Grocery,350,2023-06-13,Tuesday,False,11,3850,14:52,1091,Women
12939,Eggs,Dairy,134,2023-06-13,Tuesday,False,4,536,19:57,1041,Women
12940,Bread package,Bakery,55,2023-06-13,Tuesday,False,5,275,11:36,1011,Men
12941,Jam jar,Grocery,350,2023-06-13,Tuesday,False,7,2450,15:11,1091,Women
12942,Milk packet,Dairy,80,2023-06-13,Tuesday,False,3,240,09:50,1022,Women
12943,Milk packet,Dairy,80,2023-06-13,Tuesday,False,14,1120,08:19,1022,Women
12944,Butter,Dairy,285,2023-06-13,Tuesday,False,19,5415,16:08,1078,Women
12945,Butter,Dairy,285,2023-06-13,Tuesday,False,11,3135,13:56,1078,Men
12946,Eggs,Dairy,134,2023-06-13,Tuesday,False,12,1608,11:24,1041,Men
12947,Milk packet,Dairy,80,2023-06-13,Tuesday,False,6,480,08:50,1022,Men
12948,Butter,Dairy,285,2023-06-13,Tuesday,False,2,570,13:35,1078,Men
12949,Milk packet,Dairy,80,2023-06-13,Tuesday,False,12,960,12:36,1022,Men
12950,Butter,Dairy,285,2023-06-13,Tuesday,False,19,5415,09:04,1078,Women
12951,Jam jar,Grocery,350,2023-06-13,Tuesday,False,1,350,17:26,1091,Women
12952,Butter,Dairy,285,2023-06-13,Tuesday,False,1,285,10:19,1078,Men
12953,Milk packet,Dairy,80,2023-06-13,Tuesday,False,16,1280,09:18,1022,Men
12954,Milk packet,Dairy,80,2023-06-13,Tuesday,False,7,560,07:51,1022,Men
12955,Milk packet,Dairy,80,2023-06-13,Tuesday,False,8,640,07:40,1022,Men
12956,Eggs,Dairy,134,2023-06-13,Tuesday,False,18,2412,09:54,1041,Women
12957,Eggs,Dairy,134,2023-06-13,Tuesday,False,7,938,18:19,1041,Men
12958,Bread package,Bakery,55,2023-06-13,Tuesday,False,11,605,14:00,1011,Men
12959,Jam jar,Grocery,350,2023-06-13,Tuesday,False,16,5600,13:01,1091,Women
12960,Butter,Dairy,285,2023-06-13,Tuesday,False,11,3135,13:18,1078,Men
12961,Eggs,Dairy,134,2023-06-13,Tuesday,False,16,2144,14:34,1041,Men
12962,Eggs,Dairy,134,2023-06-13,Tuesday,False,14,1876,10:47,1041,Men
12963,Jam jar,Grocery,350,2023-06-13,Tuesday,False,2,700,17:12,1091,Women
12964,Butter,Dairy,285,2023-06-13,Tuesday,False,18,5130,12:13,1078,Men
12965,Bread package,Bakery,55,2023-06-14,Wednesday,False,17,935,08:26,1011,Men
12966,Bread package,Bakery,55,2023-06-14,Wednesday,False,16,880,17:14,1011,Men
12967,Milk packet,Dairy,80,2023-06-14,Wednesday,False,19,1520,09:52,1022,Women
12968,Butter,Dairy,285,2023-06-14,Wednesday,False,19,5415,15:06,1078,Men
12969,Milk packet,Dairy,80,2023-06-14,Wednesday,False,8,640,09:14,1022,Men
12970,Butter,Dairy,285,2023-06-14,Wednesday,False,9,2565,19:53,1078,Women
12971,Bread package,Bakery,55,2023-06-14,Wednesday,False,11,605,12:26,1011,Women
12972,Jam jar,Grocery,350,2023-06-14,Wednesday,False,18,6300,17:48,1091,Women
12973,Eggs,Dairy,134,2023-06-14,Wednesday,False,7,938,19:02,1041,Men
12974,Bread package,Bakery,55,2023-06-14,Wednesday,False,11,605,19:56,1011,Men
12975,Milk packet,Dairy,80,2023-06-14,Wednesday,False,10,800,10:34,1022,Women
12976,Jam jar,Grocery,350,2023-06-14,Wednesday,False,10,3500,17:18,1091,Men
12977,Milk packet,Dairy,80,2023-06-14,Wednesday,False,11,880,08:59,1022,Women
12978,Bread package,Bakery,55,2023-06-14,Wednesday,False,13,715,10:11,1011,Men
12979,Eggs,Dairy,134,2023-06-14,Wednesday,False,13,1742,14:04,1041,Men
12980,Butter,Dairy,285,2023-06-14,Wednesday,False,9,2565,15:57,1078,Women
12981,Milk packet,Dairy,80,2023-06-14,Wednesday,False,17,1360,07:35,1022,Men
12982,Butter,Dairy,285,2023-06-14,Wednesday,False,12,3420,10:32,1078,Men
12983,Milk packet,Dairy,80,2023-06-14,Wednesday,False,4,320,09:48,1022,Women
12984,Milk packet,Dairy,80,2023-06-14,Wednesday,False,5,400,19:37,1022,Men
12985,Eggs,Dairy,134,2023-06-14,Wednesday,False,13,1742,10:50,1041,Women
12986,Milk packet,Dairy,80,2023-06-14,Wednesday,False,4,320,09:56,1022,Women
12987,Bread package,Bakery,55,2023-06-14,Wednesday,False,15,825,19:02,1011,Women
12988,Eggs,Dairy,134,2023-06-14,Wednesday,False,19,2546,12:35,1041,Men
12989,Eggs,Dairy,134,2023-06-14,Wednesday,False,7,938,11:47,1041,Men
12990,Milk packet,Dairy,80,2023-06-14,Wednesday,False,13,1040,07:41,1022,Men
12991,Eggs,Dairy,134,2023-06-14,Wednesday,False,18,2412,18:58,1041,Men
12992,Milk packet,Dairy,80,2023-06-14,Wednesday,False,3,240,07:53,1022,Women
12993,Bread package,Bakery,55,2023-06-14,Wednesday,False,13,715,17:58,1011,Men
12994,Milk packet,Dairy,80,2023-06-14,Wednesday,False,3,240,08:13,1022,Women
12995,Butter,Dairy,285,2023-06-14,Wednesday,False,10,2850,09:07,1078,Men
12996,Milk packet,Dairy,80,2023-06-14,Wednesday,False,2,160,09:57,1022,Men
12997,Butter,Dairy,285,2023-06-14,Wednesday,False,1,285,10:08,1078,Men
12998,Butter,Dairy,285,2023-06-14,Wednesday,False,17,4845,17:38,1078,Women
12999,Jam jar,Grocery,350,2023-06-14,Wednesday,False,1,350,12:09,1091,Men
13000,Jam jar,Grocery,350,2023-06-14,Wednesday,False,3,1050,15:10,1091,Women
13001,Butter,Dairy,285,2023-06-15,Thursday,False,10,2850,07:08,1078,Women
13002,Milk packet,Dairy,80,2023-06-15,Thursday,False,16,1280,07:25,1022,Women
13003,Butter,Dairy,285,2023-06-15,Thursday,False,19,5415,17:08,1078,Men
13004,Eggs,Dairy,134,2023-06-15,Thursday,False,2,268,14:10,1041,Women
13005,Eggs,Dairy,134,2023-06-15,Thursday,False,5,670,09:20,1041,Men
13006,Jam jar,Grocery,350,2023-06-15,Thursday,False,4,1400,10:28,1091,Women
13007,Jam jar,Grocery,350,2023-06-15,Thursday,False,1,350,19:31,1091,Women
13008,Eggs,Dairy,134,2023-06-15,Thursday,False,10,1340,08:33,1041,Women
13009,Eggs,Dairy,134,2023-06-15,Thursday,False,1,134,09:25,1041,Men
13010,Milk packet,Dairy,80,2023-06-15,Thursday,False,16,1280,07:11,1022,Men
13011,Milk packet,Dairy,80,2023-06-15,Thursday,False,20,1600,09:02,1022,Women
13012,Bread package,Bakery,55,2023-06-15,Thursday,False,7,385,13:33,1011,Men
13013,Bread package,Bakery,55,2023-06-15,Thursday,False,14,770,16:03,1011,Men
13014,Milk packet,Dairy,80,2023-06-15,Thursday,False,16,1280,08:55,1022,Women
13015,Milk packet,Dairy,80,2023-06-15,Thursday,False,20,1600,08:19,1022,Women
13016,Jam jar,Grocery,350,2023-06-15,Thursday,False,8,2800,17:16,1091,Women
13017,Eggs,Dairy,134,2023-06-15,Thursday,False,2,268,08:35,1041,Men
13018,Butter,Dairy,285,2023-06-15,Thursday,False,10,2850,10:07,1078,Women
13019,Bread package,Bakery,55,2023-06-15,Thursday,False,7,385,17:34,1011,Men
13020,Bread package,Bakery,55,2023-06-15,Thursday,False,5,275,13:47,1011,Women
13021,Bread package,Bakery,55,2023-06-15,Thursday,False,15,825,16:34,1011,Women
13022,Butter,Dairy,285,2023-06-15,Thursday,False,7,1995,10:07,1078,Men
13023,Jam jar,Grocery,350,2023-06-15,Thursday,False,10,3500,14:53,1091,Women
13024,Butter,Dairy,285,2023-06-15,Thursday,False,7,1995,09:22,1078,Women
13025,Bread package,Bakery,55,2023-06-15,Thursday,False,1,55,10:10,1011,Women
13026,Eggs,Dairy,134,2023-06-15,Thursday,False,15,2010,16:19,1041,Men
13027,Milk packet,Dairy,80,2023-06-15,Thursday,False,10,800,17:46,1022,Men
13028,Milk packet,Dairy,80,2023-06-15,Thursday,False,19,1520,15:09,1022,Women
13029,Eggs,Dairy,134,2023-06-15,Thursday,False,11,1474,08:31,1041,Men
13030,Milk packet,Dairy,80,2023-06-15,Thursday,False,1,80,08:00,1022,Men
13031,Eggs,Dairy,134,2023-06-15,Thursday,False,19,2546,14:50,1041,Men
13032,Jam jar,Grocery,350,2023-06-15,Thursday,False,4,1400,17:42,1091,Women
13033,Milk packet,Dairy,80,2023-06-15,Thursday,False,2,160,09:36,1022,Women
13034,Eggs,Dairy,134,2023-06-15,Thursday,False,13,1742,10:32,1041,Men
13035,Jam jar,Grocery,350,2023-06-16,Friday,False,4,1400,17:53,1091,Women
13036,Butter,Dairy,285,2023-06-16,Friday,False,6,1710,15:38,1078,Women
13037,Bread package,Bakery,55,2023-06-16,Friday,False,15,825,10:34,1011,Men
13038,Butter,Dairy,285,2023-06-16,Friday,False,2,570,11:24,1078,Women
13039,Eggs,Dairy,134,2023-06-16,Friday,False,12,1608,09:54,1041,Men
13040,Milk packet,Dairy,80,2023-06-16,Friday,False,10,800,09:58,1022,Women
13041,Butter,Dairy,285,2023-06-16,Friday,False,8,2280,13:44,1078,Men
13042,Jam jar,Grocery,350,2023-06-16,Friday,False,1,350,08:39,1091,Women
13043,Bread package,Bakery,55,2023-06-16,Friday,False,5,275,13:42,1011,Men
13044,Milk packet,Dairy,80,2023-06-16,Friday,False,3,240,07:37,1022,Men
13045,Eggs,Dairy,134,2023-06-16,Friday,False,5,670,08:10,1041,Women
13046,Bread package,Bakery,55,2023-06-16,Friday,False,18,990,16:17,1011,Women
13047,Eggs,Dairy,134,2023-06-16,Friday,False,16,2144,10:18,1041,Women
13048,Milk packet,Dairy,80,2023-06-16,Friday,False,9,720,09:25,1022,Women
13049,Eggs,Dairy,134,2023-06-16,Friday,False,1,134,12:51,1041,Men
13050,Jam jar,Grocery,350,2023-06-16,Friday,False,7,2450,16:55,1091,Women
13051,Jam jar,Grocery,350,2023-06-16,Friday,False,4,1400,19:40,1091,Women
13052,Bread package,Bakery,55,2023-06-16,Friday,False,12,660,11:12,1011,Men
13053,Eggs,Dairy,134,2023-06-16,Friday,False,11,1474,15:46,1041,Men
13054,Milk packet,Dairy,80,2023-06-16,Friday,False,17,1360,07:16,1022,Men
13055,Butter,Dairy,285,2023-06-16,Friday,False,15,4275,14:39,1078,Men
13056,Butter,Dairy,285,2023-06-16,Friday,False,8,2280,07:09,1078,Men
13057,Eggs,Dairy,134,2023-06-16,Friday,False,7,938,15:14,1041,Men
13058,Eggs,Dairy,134,2023-06-16,Friday,False,19,2546,08:52,1041,Men
13059,Eggs,Dairy,134,2023-06-16,Friday,False,14,1876,07:01,1041,Men
13060,Butter,Dairy,285,2023-06-16,Friday,False,1,285,07:58,1078,Women
13061,Milk packet,Dairy,80,2023-06-16,Friday,False,19,1520,07:38,1022,Women
13062,Butter,Dairy,285,2023-06-16,Friday,False,18,5130,10:21,1078,Men
13063,Bread package,Bakery,55,2023-06-16,Friday,False,18,990,14:05,1011,Women
13064,Bread package,Bakery,55,2023-06-16,Friday,False,8,440,12:37,1011,Women
13065,Jam jar,Grocery,350,2023-06-16,Friday,False,14,4900,13:00,1091,Women
13066,Butter,Dairy,285,2023-06-16,Friday,False,18,5130,13:06,1078,Women
